Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | CDU+CSU | SPD | FDP | Linke | Grüne | Piraten | AfD | FW | Other
GMS | N/A | 2017-05-26 | 2017-05-31 | N | 1016 | N/A | 1 | 39 | 23 | 10 | 8 | 8 | N/A | 8 | N/A | 4
Kantar | N/A | 2017-05-24 | 2017-05-31 | N | 1838 | N/A | 1 | 38 | 27 | 7 | 8 | 7 | N/A | 8 | N/A | 5
INSA and YouGov | N/A | 2017-05-26 | 2017-05-29 | N | 2053 | N/A | 0.5 | 35.5 | 26 | 10 | 10 | 6 | N/A | 9 | N/A | 3.5
Ipsos | N/A | 2017-05-26 | 2017-05-29 | N | 1093 | N/A | 1 | 38 | 28 | 7 | 8 | 7 | N/A | 8 | N/A | 4
Forsa | N/A | 2017-05-22 | 2017-05-26 | N | 2001 | N/A | 1 | 38 | 25 | 9 | 8 | 7 | N/A | 7 | N/A | 6
Kantar | N/A | 2017-05-18 | 2017-05-23 | N | 1703 | N/A | 1 | 38 | 25 | 8 | 8 | 8 | N/A | 8 | N/A | 5
INSA and YouGov | N/A | 2017-05-19 | 2017-05-22 | N | 2042 | N/A | 0.5 | 36.5 | 26 | 9.5 | 10 | 6 | N/A | 8 | N/A | 4
Forsa | N/A | 2017-05-15 | 2017-05-19 | N | 2502 | N/A | 1 | 39 | 25 | 9 | 8 | 7 | N/A | 7 | N/A | 5
Allensbach | N/A | 2017-05-05 | 2017-05-19 | N | 1457 | N/A | 1 | 37 | 26 | 9 | 8 | 8 | N/A | 8 | N/A | 4
Forschungsgruppe Wahlen | N/A | 2017-05-16 | 2017-05-18 | N | 1344 | N/A | 1 | 38 | 27 | 8 | 9 | 7 | N/A | 7 | N/A | 4
Infratest dimap | N/A | 2017-05-16 | 2017-05-17 | N | 1017 | N/A | 1 | 38 | 26 | 9 | 6 | 8 | N/A | 9 | N/A | 4
YouGov | N/A | 2017-05-15 | 2017-05-17 | N | 2000 | N/A | 1 | 38 | 25 | 9 | 9 | 7 | N/A | 9 | N/A | 3
Kantar | N/A | 2017-05-11 | 2017-05-17 | N | 2413 | N/A | 1 | 38 | 26 | 7 | 9 | 7 | N/A | 8 | N/A | 5
INSA and YouGov | N/A | 2017-05-12 | 2017-05-15 | N | 2037 | N/A | 1 | 36 | 27 | 8 | 9 | 6 | N/A | 10 | N/A | 4
Ipsos | N/A | 2017-05-12 | 2017-05-14 | N | 1049 | N/A | 1 | 37 | 29 | 6 | 8 | 7 | N/A | 8 | N/A | 5
Forsa | N/A | 2017-05-08 | 2017-05-12 | N | 2506 | N/A | 1 | 38 | 26 | 8 | 8 | 7 | N/A | 7 | N/A | 6
YouGov | N/A | 2017-05-08 | 2017-05-11 | N | 2010 | N/A | 1 | 37 | 25 | 9 | 8 | 7 | N/A | 9 | N/A | 5
Infratest dimap | N/A | 2017-05-08 | 2017-05-10 | N | 1500 | N/A | 1 | 37 | 27 | 8 | 7 | 8 | N/A | 10 | N/A | 3
Kantar | N/A | 2017-05-04 | 2017-05-10 | N | 1837 | N/A | 1 | 37 | 27 | 6 | 10 | 8 | N/A | 8 | N/A | 4
INSA and YouGov | N/A | 2017-05-05 | 2017-05-08 | N | 2067 | N/A | 1 | 35 | 27 | 7 | 10 | 7 | N/A | 10 | N/A | 4
Forsa | N/A | 2017-05-02 | 2017-05-05 | N | 2004 | N/A | 1 | 36 | 29 | 7 | 8 | 7 | N/A | 7 | N/A | 6
GMS | N/A | 2017-04-30 | 2017-05-03 | N | 1004 | N/A | 1 | 36 | 29 | 7 | 8 | 7 | N/A | 9 | N/A | 4
Kantar | N/A | 2017-04-27 | 2017-05-03 | N | 1935 | N/A | 1 | 36 | 28 | 6 | 9 | 7 | N/A | 9 | N/A | 5
INSA and YouGov | N/A | 2017-04-28 | 2017-05-02 | N | 2035 | N/A | 0.5 | 34 | 28.5 | 7 | 10.5 | 6.5 | N/A | 9 | N/A | 4.5
Ipsos | N/A | 2017-04-28 | 2017-05-02 | N | 1059 | N/A | 1 | 36 | 30 | 5 | 8 | 7 | N/A | 9 | N/A | 5
YouGov | N/A | 2017-04-27 | 2017-05-02 | N | 1957 | N/A | 1 | 35 | 28 | 7 | 9 | 7 | N/A | 9 | N/A | 5
Forsa | N/A | 2017-04-24 | 2017-04-28 | N | 2502 | N/A | 1 | 36 | 28 | 7 | 8 | 8 | N/A | 8 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2017-04-25 | 2017-04-27 | N | 1328 | N/A | 1 | 37 | 29 | 6 | 9 | 8 | N/A | 8 | N/A | 3
Kantar | N/A | 2017-04-20 | 2017-04-26 | N | 2439 | N/A | 1 | 36 | 29 | 6 | 9 | 7 | N/A | 9 | N/A | 4
INSA and YouGov | N/A | 2017-04-21 | 2017-04-24 | N | 2041 | N/A | 0.5 | 34 | 30 | 6.5 | 9.5 | 6.5 | N/A | 10 | N/A | 3.5
Forsa | N/A | 2017-04-18 | 2017-04-21 | N | 2002 | N/A | 1 | 36 | 30 | 6 | 8 | 7 | N/A | 9 | N/A | 4
Infratest dimap | N/A | 2017-04-18 | 2017-04-19 | N | 934 | N/A | 1 | 35 | 30 | 6 | 8 | 7 | N/A | 10 | N/A | 4
Kantar | N/A | 2017-04-13 | 2017-04-19 | N | 1412 | N/A | 1 | 36 | 31 | 5 | 9 | 6 | N/A | 9 | N/A | 4
INSA and YouGov | N/A | 2017-04-14 | 2017-04-18 | N | 2038 | N/A | 0.5 | 34 | 30.5 | 6.5 | 9 | 6 | N/A | 10 | N/A | 4
Ipsos | N/A | 2017-04-13 | 2017-04-18 | N | 1056 | N/A | 1 | 35 | 30 | 5 | 8 | 7 | N/A | 10 | N/A | 5
Forsa | N/A | 2017-04-10 | 2017-04-13 | N | 2007 | N/A | 1 | 36 | 30 | 6 | 9 | 6 | N/A | 8 | N/A | 5
Allensbach | N/A | 2017-04-01 | 2017-04-13 | N | 1407 | N/A | 1 | 36 | 31 | 6 | 9 | 7 | N/A | 7 | N/A | 4
Infratest dimap | N/A | 2017-04-10 | 2017-04-12 | N | 1502 | N/A | 1 | 34 | 31 | 6 | 7 | 8 | N/A | 11 | N/A | 3
Kantar | N/A | 2017-04-06 | 2017-04-12 | N | 2436 | N/A | 1 | 35 | 31 | 6 | 9 | 7 | N/A | 9 | N/A | 3
INSA and YouGov | N/A | 2017-04-07 | 2017-04-10 | N | 2030 | N/A | 0.5 | 33 | 31.5 | 6.5 | 8.5 | 6.5 | N/A | 10 | N/A | 4
Forsa | N/A | 2017-04-03 | 2017-04-07 | N | 2502 | N/A | 1 | 36 | 30 | 6 | 8 | 7 | N/A | 8 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2017-04-04 | 2017-04-06 | N | 1384 | N/A | 1 | 35 | 32 | 5 | 8 | 7 | N/A | 9 | N/A | 4
Kantar | N/A | 2017-03-30 | 2017-04-05 | N | 1958 | N/A | 1 | 35 | 33 | 5 | 8 | 7 | N/A | 9 | N/A | 3
INSA and YouGov | N/A | 2017-03-31 | 2017-04-03 | N | 2033 | N/A | 0.5 | 32 | 32.5 | 6.5 | 9 | 6.5 | N/A | 9 | N/A | 4.5
Ipsos | N/A | 2017-03-31 | 2017-04-03 | N | 1046 | N/A | 1 | 34 | 30 | 5 | 8 | 8 | N/A | 10 | N/A | 5
Forsa | N/A | 2017-03-27 | 2017-03-31 | N | 2504 | N/A | 1 | 36 | 29 | 5 | 9 | 7 | N/A | 8 | N/A | 6
Kantar | N/A | 2017-03-23 | 2017-03-29 | N | 2416 | N/A | 1 | 33 | 33 | 6 | 8 | 7 | N/A | 8 | N/A | 5
INSA and YouGov | N/A | 2017-03-24 | 2017-03-27 | N | 2034 | N/A | 0.5 | 32 | 32 | 6 | 8.5 | 6.5 | N/A | 11 | N/A | 4
Forsa | N/A | 2017-03-20 | 2017-03-24 | N | 2501 | N/A | 1 | 34 | 32 | 6 | 8 | 7 | N/A | 7 | N/A | 6
Infratest dimap | N/A | 2017-03-20 | 2017-03-22 | N | 1023 | N/A | 1 | 32 | 32 | 6 | 7 | 8 | N/A | 11 | N/A | 4
Kantar | N/A | 2017-03-16 | 2017-03-22 | N | 2450 | N/A | 1 | 33 | 33 | 5 | 8 | 8 | N/A | 9 | N/A | 4
GMS | N/A | 2017-03-16 | 2017-03-22 | N | 1008 | N/A | 1 | 34 | 31 | 6 | 8 | 8 | N/A | 9 | N/A | 4
INSA and YouGov | N/A | 2017-03-17 | 2017-03-20 | N | 1933 | N/A | 0.5 | 31 | 32 | 6.5 | 8.5 | 6.5 | N/A | 11.5 | N/A | 4
Ipsos | N/A | 2017-03-17 | 2017-03-20 | N | 1055 | N/A | 1 | 33 | 30 | 6 | 8 | 8 | N/A | 11 | N/A | 4
Allensbach | N/A | 2017-03-06 | 2017-03-19 | N | 1397 | N/A | 0.5 | 34 | 33 | 6.5 | 8 | 7.5 | N/A | 7 | N/A | 4
Forsa | N/A | 2017-03-13 | 2017-03-17 | N | 2504 | N/A | 1 | 34 | 31 | 6 | 7 | 7 | N/A | 9 | N/A | 6
Kantar | N/A | 2017-03-09 | 2017-03-15 | N | 1832 | N/A | 1 | 33 | 32 | 5 | 8 | 8 | N/A | 9 | N/A | 5
INSA and YouGov | N/A | 2017-03-10 | 2017-03-13 | N | 2051 | N/A | 0.5 | 31 | 31 | 7 | 8.5 | 6.5 | N/A | 11.5 | N/A | 4.5
Forsa | N/A | 2017-03-06 | 2017-03-10 | N | 2505 | N/A | 1 | 33 | 32 | 6 | 7 | 7 | N/A | 9 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2017-03-07 | 2017-03-09 | N | 1212 | N/A | 1 | 34 | 32 | 5 | 8 | 7 | N/A | 9 | N/A | 5
Infratest dimap | N/A | 2017-03-06 | 2017-03-08 | N | 1502 | N/A | 1 | 32 | 31 | 6 | 8 | 8 | N/A | 11 | N/A | 4
Kantar | N/A | 2017-03-02 | 2017-03-08 | N | 1882 | N/A | 1 | 33 | 33 | 6 | 8 | 7 | N/A | 8 | N/A | 5
INSA and YouGov | N/A | 2017-03-03 | 2017-03-06 | N | 2022 | N/A | 0.5 | 30.5 | 31.5 | 7.5 | 8.5 | 6.5 | N/A | 11 | N/A | 4.5
Ipsos | N/A | 2017-03-03 | 2017-03-06 | N | 1058 | N/A | 1 | 33 | 29 | 6 | 9 | 8 | N/A | 11 | N/A | 4
Forsa | N/A | 2017-02-27 | 2017-03-03 | N | 2502 | N/A | 1 | 33 | 32 | 6 | 7 | 8 | N/A | 8 | N/A | 6
Kantar | N/A | 2017-02-23 | 2017-03-01 | N | 1403 | N/A | 1 | 33 | 32 | 6 | 8 | 7 | N/A | 10 | N/A | 4
INSA and YouGov | N/A | 2017-02-24 | 2017-02-27 | N | 2004 | N/A | 0.5 | 30.5 | 32 | 7 | 8 | 6.5 | N/A | 11 | N/A | 5
Forsa | N/A | 2017-02-20 | 2017-02-24 | N | 2500 | N/A | 1 | 33 | 31 | 7 | 7 | 8 | N/A | 9 | N/A | 5
Infratest dimap | N/A | 2017-02-20 | 2017-02-22 | N | 1047 | N/A | 1 | 31 | 32 | 6 | 7 | 8 | N/A | 11 | N/A | 5
Kantar | N/A | 2017-02-16 | 2017-02-22 | N | 1880 | N/A | 1 | 32 | 32 | 7 | 8 | 7 | N/A | 9 | N/A | 5
INSA and YouGov | N/A | 2017-02-17 | 2017-02-20 | N | 2030 | N/A | 0.5 | 31.5 | 30 | 5.5 | 9.5 | 6.5 | N/A | 11 | N/A | 6
Ipsos | N/A | 2017-02-17 | 2017-02-20 | N | 1045 | N/A | 1 | 32 | 30 | 5 | 10 | 7 | N/A | 12 | N/A | 4
Forsa | N/A | 2017-02-13 | 2017-02-17 | N | 2502 | N/A | 1 | 34 | 31 | 6 | 8 | 7 | N/A | 8 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2017-02-14 | 2017-02-16 | N | 1231 | N/A | 1 | 34 | 30 | 6 | 7 | 9 | N/A | 10 | N/A | 4
Kantar | N/A | 2017-02-09 | 2017-02-15 | N | 1885 | N/A | 1 | 32 | 33 | 6 | 8 | 7 | N/A | 9 | N/A | 5
Allensbach | N/A | 2017-02-01 | 2017-02-15 | N | 1542 | N/A | 0.5 | 33 | 30.5 | 7 | 8 | 8 | N/A | 8.5 | N/A | 5
INSA and YouGov | N/A | 2017-02-10 | 2017-02-13 | N | 2028 | N/A | 1 | 30 | 31 | 5 | 10 | 7 | N/A | 12 | N/A | 5
Forsa | N/A | 2017-02-05 | 2017-02-10 | N | 2502 | N/A | 1 | 34 | 31 | 5 | 8 | 7 | N/A | 9 | N/A | 6
Kantar | N/A | 2017-02-02 | 2017-02-08 | N | 1966 | N/A | 1 | 33 | 32 | 6 | 8 | 7 | N/A | 10 | N/A | 4
GMS | N/A | 2017-02-02 | 2017-02-08 | N | 1009 | N/A | 1 | 33 | 29 | 6 | 8 | 9 | N/A | 11 | N/A | 4
INSA and YouGov | N/A | 2017-02-03 | 2017-02-06 | N | 2042 | N/A | 1 | 30 | 31 | 6 | 10 | 7 | N/A | 12 | N/A | 4
Trend Research | N/A | 2017-01-31 | 2017-02-06 | N | 854 | N/A | 1 | 30 | 30 | 6 | 9 | 7 | N/A | 13 | N/A | 5
Ipsos | N/A | 2017-02-03 | 2017-02-05 | N | 1046 | N/A | 1 | 33 | 29 | 5 | 9 | 8 | N/A | 12 | N/A | 4
Forsa | N/A | 2017-01-30 | 2017-02-03 | N | 2501 | N/A | 1 | 34 | 31 | 5 | 8 | 8 | N/A | 10 | N/A | 4
Kantar | N/A | 2017-01-26 | 2017-02-02 | N | 2233 | N/A | 1 | 33 | 29 | 6 | 8 | 8 | N/A | 11 | N/A | 5
INSA and YouGov | N/A | 2017-01-31 | 2017-02-01 | N | 1003 | N/A | 1 | 33 | 27 | 6 | 9 | 9 | N/A | 12 | N/A | 4
Infratest dimap | N/A | 2017-01-30 | 2017-02-01 | N | 1506 | N/A | 1 | 34 | 28 | 6 | 8 | 8 | N/A | 12 | N/A | 4
INSA and YouGov | N/A | 2017-01-27 | 2017-01-30 | N | 2088 | N/A | 0.5 | 32.5 | 26 | 6.5 | 10.5 | 7.5 | N/A | 13 | N/A | 4
Forsa | N/A | 2017-01-23 | 2017-01-27 | N | 2502 | N/A | 1 | 35 | 26 | 6 | 9 | 8 | N/A | 11 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2017-01-24 | 2017-01-26 | N | 1303 | N/A | 1 | 36 | 24 | 6 | 10 | 8 | N/A | 11 | N/A | 5
Infratest dimap | N/A | 2017-01-24 | 2017-01-25 | N | 1029 | N/A | 1 | 35 | 23 | 6 | 8 | 9 | N/A | 14 | N/A | 5
Kantar | N/A | 2017-01-19 | 2017-01-25 | N | 1996 | N/A | 1 | 37 | 23 | 6 | 10 | 10 | N/A | 11 | N/A | 3
INSA and YouGov | N/A | 2017-01-20 | 2017-01-23 | N | 1992 | N/A | 0.5 | 32.5 | 21 | 7.5 | 11 | 8.5 | N/A | 14.5 | N/A | 5
Ipsos | N/A | 2017-01-19 | 2017-01-23 | N | 1046 | N/A | 1 | 34 | 23 | 5 | 10 | 11 | N/A | 13 | N/A | 4
Forsa | N/A | 2017-01-16 | 2017-01-20 | N | 2504 | N/A | 1 | 37 | 21 | 6 | 9 | 10 | N/A | 12 | N/A | 5
Allensbach | N/A | 2017-01-05 | 2017-01-19 | N | 1441 | N/A | 0.5 | 36 | 23 | 7 | 9.5 | 9 | N/A | 11.5 | N/A | 4
Kantar | N/A | 2017-01-12 | 2017-01-18 | N | 2805 | N/A | 1 | 36 | 21 | 6 | 11 | 9 | N/A | 12 | N/A | 5
INSA and YouGov | N/A | 2017-01-13 | 2017-01-16 | N | 2031 | N/A | 0.5 | 33.5 | 21 | 7.5 | 11 | 8.5 | N/A | 13.5 | N/A | 5
Forsa | N/A | 2017-01-09 | 2017-01-13 | N | 2503 | N/A | 1 | 38 | 21 | 6 | 9 | 9 | N/A | 11 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2017-01-10 | 2017-01-12 | N | 1292 | N/A | 1 | 36 | 21 | 6 | 9 | 10 | N/A | 13 | N/A | 5
Kantar | N/A | 2017-01-06 | 2017-01-11 | N | 1878 | N/A | 1 | 37 | 21 | 6 | 10 | 10 | N/A | 12 | N/A | 4
INSA and YouGov | N/A | 2017-01-06 | 2017-01-09 | N | 2054 | N/A | 1 | 32 | 21 | 7 | 11 | 9 | N/A | 15 | N/A | 5
Ipsos | N/A | 2017-01-06 | 2017-01-09 | N | 1054 | N/A | 1 | 34 | 22 | 5 | 10 | 10 | N/A | 14 | N/A | 5
Forsa | N/A | 2017-01-02 | 2017-01-06 | N | 2501 | N/A | 1 | 37 | 20 | 6 | 9 | 10 | N/A | 12 | N/A | 6
Kantar | N/A | 2017-01-03 | 2017-01-05 | N | 834 | N/A | 1 | 38 | 22 | 5 | 9 | 10 | N/A | 12 | N/A | 4
Infratest dimap | N/A | 2017-01-02 | 2017-01-04 | N | 1505 | N/A | 1 | 37 | 20 | 5 | 9 | 9 | N/A | 15 | N/A | 5
GMS | N/A | 2016-12-28 | 2017-01-04 | N | 1006 | N/A | 1 | 36 | 20 | 7 | 10 | 10 | N/A | 13 | N/A | 4
INSA and YouGov | N/A | 2016-12-30 | 2017-01-02 | N | 2099 | N/A | 0.5 | 32 | 21 | 6 | 11.5 | 10 | N/A | 15 | N/A | 4.5
Forsa | N/A | 2016-12-30 | 2016-12-30 | N | N/A | N/A | 1 | 37 | 21 | 6 | 9 | 10 | N/A | 12 | N/A | 5
Forsa | N/A | 2016-12-23 | 2016-12-23 | N | N/A | N/A | 1 | 38 | 20 | 5 | 9 | 10 | N/A | 12 | N/A | 6
INSA and YouGov | N/A | 2016-12-23 | 2016-12-23 | N | N/A | N/A | 0.5 | 31.5 | 20.5 | 6 | 11.5 | 10 | N/A | 15.5 | N/A | 5
Kantar | N/A | 2016-12-21 | 2016-12-21 | N | N/A | N/A | 1 | 36 | 21 | 6 | 10 | 10 | N/A | 13 | N/A | 4
Ipsos | N/A | 2016-12-20 | 2016-12-20 | N | N/A | N/A | 1 | 33 | 22 | 6 | 11 | 10 | N/A | 13 | N/A | 5
INSA and YouGov | N/A | 2016-12-19 | 2016-12-19 | N | N/A | N/A | 0.5 | 33 | 21.5 | 6.5 | 11.5 | 10 | N/A | 13 | N/A | 4.5
Forsa | N/A | 2016-12-16 | 2016-12-16 | N | N/A | N/A | 1 | 36 | 22 | 6 | 9 | 10 | N/A | 11 | N/A | 6
Allensbach | N/A | 2016-12-15 | 2016-12-15 | N | N/A | N/A | 0.5 | 35.5 | 22 | 7.5 | 9.5 | 10 | N/A | 10.5 | N/A | 5
Infratest dimap | N/A | 2016-12-14 | 2016-12-14 | N | N/A | N/A | 1 | 36 | 21 | 6 | 9 | 10 | N/A | 13 | N/A | 5
Kantar | N/A | 2016-12-14 | 2016-12-14 | N | N/A | N/A | 1 | 36 | 22 | 5 | 10 | 11 | N/A | 12 | N/A | 4
INSA and YouGov | N/A | 2016-12-12 | 2016-12-12 | N | N/A | N/A | 0.5 | 32 | 21.5 | 5.5 | 12 | 11.5 | N/A | 13 | N/A | 4.5
Forsa | N/A | 2016-12-09 | 2016-12-09 | N | N/A | N/A | 1 | 37 | 21 | 6 | 9 | 10 | N/A | 11 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2016-12-08 | 2016-12-08 | N | N/A | N/A | 1 | 36 | 22 | 5 | 10 | 10 | N/A | 12 | N/A | 5
Infratest dimap | N/A | 2016-12-07 | 2016-12-07 | N | N/A | N/A | 1 | 35 | 22 | 5 | 9 | 11 | N/A | 13 | N/A | 5
Kantar | N/A | 2016-12-07 | 2016-12-07 | N | N/A | N/A | 1 | 36 | 22 | 5 | 10 | 10 | N/A | 13 | N/A | 4
Ipsos | N/A | 2016-12-06 | 2016-12-06 | N | N/A | N/A | 1 | 34 | 22 | 6 | 10 | 11 | N/A | 13 | N/A | 4
INSA and YouGov | N/A | 2016-12-05 | 2016-12-05 | N | N/A | N/A | 0.5 | 32 | 22.5 | 5 | 11.5 | 10.5 | N/A | 14 | N/A | 4.5
Forsa | N/A | 2016-12-02 | 2016-12-02 | N | N/A | N/A | 1 | 36 | 22 | 6 | 10 | 11 | N/A | 10 | N/A | 5
Kantar | N/A | 2016-11-30 | 2016-11-30 | N | N/A | N/A | 1 | 37 | 22 | 5 | 10 | 11 | N/A | 12 | N/A | 3
INSA and YouGov | N/A | 2016-11-28 | 2016-11-28 | N | N/A | N/A | 0.5 | 32.5 | 22 | 5.5 | 11.5 | 10 | N/A | 13.5 | N/A | 5
Forsa | N/A | 2016-11-25 | 2016-11-25 | N | N/A | N/A | 1 | 37 | 22 | 5 | 9 | 10 | N/A | 11 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2016-11-24 | 2016-11-24 | N | N/A | N/A | 1 | 36 | 21 | 5 | 10 | 11 | N/A | 13 | N/A | 4
Kantar | N/A | 2016-11-23 | 2016-11-23 | N | N/A | N/A | 1 | 35 | 23 | 5 | 9 | 11 | N/A | 12 | N/A | 5
INSA and YouGov | N/A | 2016-11-21 | 2016-11-21 | N | N/A | N/A | 0.5 | 31.5 | 22 | 5.5 | 10.5 | 10.5 | N/A | 15 | N/A | 5
Ipsos | N/A | 2016-11-21 | 2016-11-21 | N | N/A | N/A | 1 | 33 | 23 | 6 | 9 | 11 | N/A | 14 | N/A | 4
Forsa | N/A | 2016-11-18 | 2016-11-18 | N | N/A | N/A | 1 | 36 | 23 | 5 | 10 | 10 | N/A | 10 | N/A | 6
Infratest dimap | N/A | 2016-11-16 | 2016-11-16 | N | N/A | N/A | 1 | 32 | 23 | 6 | 9 | 13 | N/A | 12 | N/A | 5
Kantar | N/A | 2016-11-16 | 2016-11-16 | N | N/A | N/A | 1 | 33 | 24 | 5 | 9 | 12 | N/A | 13 | N/A | 4
INSA and YouGov | N/A | 2016-11-14 | 2016-11-14 | N | N/A | N/A | 0.5 | 30 | 22.5 | 6.5 | 11.5 | 10.5 | N/A | 14.5 | N/A | 4.5
Forsa | N/A | 2016-11-11 | 2016-11-11 | N | N/A | N/A | 1 | 35 | 23 | 6 | 10 | 11 | N/A | 10 | N/A | 5
Allensbach | N/A | 2016-11-10 | 2016-11-10 | N | N/A | N/A | 0.5 | 34 | 23 | 7.5 | 9 | 11 | N/A | 10.5 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2016-11-10 | 2016-11-10 | N | N/A | N/A | 1 | 34 | 22 | 5 | 10 | 13 | N/A | 12 | N/A | 4
Kantar | N/A | 2016-11-09 | 2016-11-09 | N | N/A | N/A | 1 | 34 | 23 | 5 | 10 | 11 | N/A | 12 | N/A | 5
Ipsos | N/A | 2016-11-08 | 2016-11-08 | N | N/A | N/A | 1 | 33 | 23 | 6 | 9 | 11 | N/A | 13 | N/A | 5
INSA and YouGov | N/A | 2016-11-07 | 2016-11-07 | N | N/A | N/A | 0.5 | 30.5 | 22 | 7 | 10.5 | 11 | N/A | 13.5 | N/A | 5.5
Forsa | N/A | 2016-11-04 | 2016-11-04 | N | N/A | N/A | 1 | 34 | 23 | 6 | 10 | 11 | N/A | 11 | N/A | 5
GMS | N/A | 2016-11-02 | 2016-11-02 | N | N/A | N/A | 1 | 33 | 22 | 7 | 11 | 11 | N/A | 12 | N/A | 4
INSA and YouGov | N/A | 2016-11-02 | 2016-11-02 | N | N/A | N/A | 0.5 | 30.5 | 22.5 | 6.5 | 11.5 | 11 | N/A | 13 | N/A | 5
Infratest dimap | N/A | 2016-11-02 | 2016-11-02 | N | N/A | N/A | 1 | 33 | 22 | 6 | 9 | 12 | N/A | 13 | N/A | 5
Kantar | N/A | 2016-11-02 | 2016-11-02 | N | N/A | N/A | 1 | 34 | 22 | 5 | 10 | 11 | N/A | 12 | N/A | 6
Forsa | N/A | 2016-10-28 | 2016-10-28 | N | N/A | N/A | 1 | 34 | 22 | 7 | 10 | 11 | N/A | 11 | N/A | 5
Forschungsgruppe Wahlen | N/A | 2016-10-27 | 2016-10-27 | N | N/A | N/A | 1 | 33 | 23 | 5 | 10 | 12 | N/A | 12 | N/A | 5
Kantar | N/A | 2016-10-26 | 2016-10-26 | N | N/A | N/A | 1 | 34 | 23 | 5 | 10 | 11 | N/A | 12 | N/A | 5
INSA and YouGov | N/A | 2016-10-24 | 2016-10-24 | N | N/A | N/A | 0.5 | 30.5 | 22.5 | 6 | 11.5 | 11.5 | N/A | 14 | N/A | 4
Ipsos | N/A | 2016-10-24 | 2016-10-24 | N | N/A | N/A | 1 | 33 | 22 | 6 | 9 | 11 | N/A | 14 | N/A | 5
Forsa | N/A | 2016-10-21 | 2016-10-21 | N | N/A | N/A | 1 | 35 | 22 | 6 | 9 | 11 | N/A | 12 | N/A | 5
Infratest dimap | N/A | 2016-10-19 | 2016-10-19 | N | N/A | N/A | 1 | 33 | 22 | 5 | 9 | 12 | N/A | 14 | N/A | 5
Kantar | N/A | 2016-10-19 | 2016-10-19 | N | N/A | N/A | 1 | 33 | 23 | 5 | 10 | 11 | N/A | 13 | N/A | 5
INSA and YouGov | N/A | 2016-10-17 | 2016-10-17 | N | N/A | N/A | 0.5 | 29.5 | 21.5 | 6.5 | 12.5 | 12 | N/A | 13.5 | N/A | 4.5
Forsa | N/A | 2016-10-14 | 2016-10-14 | N | N/A | N/A | 1 | 34 | 22 | 6 | 9 | 11 | N/A | 12 | N/A | 6
Allensbach | N/A | 2016-10-13 | 2016-10-13 | N | N/A | N/A | 0.5 | 33 | 22 | 7.5 | 9 | 12 | N/A | 12.5 | N/A | 4
Forschungsgruppe Wahlen | N/A | 2016-10-13 | 2016-10-13 | N | N/A | N/A | 1 | 34 | 22 | 5 | 10 | 12 | N/A | 13 | N/A | 4
GMS | N/A | 2016-10-12 | 2016-10-12 | N | N/A | N/A | 1 | 34 | 21 | 7 | 10 | 12 | N/A | 13 | N/A | 3
Kantar | N/A | 2016-10-12 | 2016-10-12 | N | N/A | N/A | 1 | 32 | 24 | 6 | 9 | 11 | N/A | 13 | N/A | 5
INSA and YouGov | N/A | 2016-10-10 | 2016-10-10 | N | N/A | N/A | 0.5 | 29.5 | 22 | 6.5 | 12 | 11 | N/A | 15 | N/A | 4
Ipsos | N/A | 2016-10-10 | 2016-10-10 | N | N/A | N/A | 1 | 33 | 22 | 6 | 9 | 11 | N/A | 15 | N/A | 4
Forsa | N/A | 2016-10-07 | 2016-10-07 | N | N/A | N/A | 1 | 34 | 22 | 6 | 10 | 11 | N/A | 12 | N/A | 5
Infratest dimap | N/A | 2016-10-05 | 2016-10-05 | N | N/A | N/A | 1 | 33 | 22 | 6 | 9 | 11 | N/A | 14 | N/A | 5
Kantar | N/A | 2016-10-05 | 2016-10-05 | N | N/A | N/A | 1 | 32 | 23 | 6 | 10 | 12 | N/A | 12 | N/A | 5
INSA and YouGov | N/A | 2016-10-03 | 2016-10-03 | N | N/A | N/A | 0.5 | 30 | 21 | 7 | 11.5 | 11.5 | N/A | 15 | N/A | 4
Forsa | N/A | 2016-09-30 | 2016-09-30 | N | N/A | N/A | 1 | 33 | 22 | 6 | 10 | 11 | N/A | 13 | N/A | 5
Ipsos | N/A | 2016-09-29 | 2016-09-29 | N | N/A | N/A | 1 | 33 | 22 | 6 | 9 | 10 | N/A | 15 | N/A | 5
Kantar | N/A | 2016-09-28 | 2016-09-28 | N | N/A | N/A | 1 | 32 | 23 | 7 | 10 | 11 | N/A | 12 | N/A | 5
INSA and YouGov | N/A | 2016-09-26 | 2016-09-26 | N | N/A | N/A | 0.5 | 30 | 21 | 7 | 11 | 10 | N/A | 15.5 | N/A | 5.5
