Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | Lab | Con | Lib Dems | SNP | Plaid | UKIP | GPEW | SGP | Reform UK | Change UK | Other
Redfield & Wilton Strategies | N/A | 2021-01-11 | 2021-01-11 | N | 2000 | N/A | 1 | 37 | 41 | 8 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2021-01-08 | 2021-01-10 | N | 1550 | N/A | 1 | 37 | 40 | 8 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Opinium | The Observer | 2021-01-06 | 2021-01-07 | N | 2003 | N/A | 1 | 40 | 39 | 6 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2021-01-04 | 2021-01-05 | N | 1704 | N/A | 1 | 39 | 39 | 6 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Deltapoll | Daily Mirror | 2020-12-26 | 2020-12-30 | N | 1608 | N/A | 1 | 38 | 40 | 4 | 5 | 0 | 2 | N/A | N/A | 3 | N/A | 1
Focaldata | N/A | 2020-12-04 | 2020-12-29 | N | 22186 | N/A | 1 | 38 | 36 | 9 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Survation | N/A | 2020-12-22 | 2020-12-22 | N | 1011 | N/A | 1 | 38 | 39 | 8 | 5 | 0 | N/A | N/A | N/A | 1 | N/A | 6
YouGov | The Times | 2020-12-21 | 2020-12-22 | N | 1713 | N/A | 1 | 41 | 37 | 5 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Savanta ComRes | N/A | 2020-12-18 | 2020-12-21 | N | 1433 | N/A | 1 | 39 | 41 | 8 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Opinium | The Observer | 2020-12-16 | 2020-12-17 | N | 2001 | N/A | 1 | 39 | 39 | 6 | 5 | 1 | 3 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-12-15 | 2020-12-16 | N | 1898 | N/A | 1 | 37 | 39 | 6 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Kantar | N/A | 2020-12-10 | 2020-12-14 | N | 1137 | N/A | 1 | 37 | 38 | 10 | 5 | 1 | 1 | N/A | N/A | 3 | N/A | 1
Savanta ComRes | N/A | 2020-12-11 | 2020-12-13 | N | 1295 | N/A | 1 | 37 | 38 | 8 | 5 | 0 | N/A | N/A | N/A | 4 | N/A | 3
Survation | N/A | 2020-12-04 | 2020-12-10 | N | 3452 | N/A | 1 | 37 | 39 | 8 | 5 | 0 | N/A | N/A | N/A | 1 | N/A | 5
Ipsos MORI | Evening Standard | 2020-12-04 | 2020-12-10 | N | 1027 | N/A | 1 | 41 | 41 | 6 | 5 | 1 | 0 | N/A | N/A | 0 | N/A | 1
YouGov | The Times | 2020-12-08 | 2020-12-09 | N | 1699 | N/A | 1 | 37 | 37 | 8 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 1
Opinium | The Observer | 2020-12-08 | 2020-12-08 | N | 6949 | N/A | 1 | 38 | 40 | 6 | 5 | 1 | 2 | N/A | N/A | 0 | N/A | 2
Opinium | The Observer | 2020-12-03 | 2020-12-04 | N | 2002 | N/A | 1 | 40 | 38 | 6 | 6 | 1 | 3 | N/A | N/A | N/A | N/A | 4
YouGov | The Times | 2020-12-02 | 2020-12-03 | N | 1706 | N/A | 1 | 38 | 38 | 6 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Redfield & Wilton Strategies | N/A | 2020-12-02 | 2020-12-02 | N | 2000 | N/A | 1 | 37 | 40 | 9 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 3
Savanta ComRes | N/A | 2020-11-27 | 2020-11-29 | N | 1428 | N/A | 1 | 38 | 39 | 8 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Deltapoll | Daily Mail | 2020-11-26 | 2020-11-28 | N | 1525 | N/A | 1 | 38 | 37 | 9 | 4 | 1 | 4 | N/A | N/A | 3 | N/A | 0
Number Cruncher Politics | N/A | 2020-11-20 | 2020-11-28 | N | 1001 | N/A | 1 | 37 | 39 | 7 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
YouGov | The Times | 2020-11-26 | 2020-11-27 | N | 1696 | N/A | 1 | 40 | 37 | 5 | 6 | 1 | N/A | N/A | N/A | 5 | N/A | 2
Savanta ComRes | N/A | 2020-11-20 | 2020-11-22 | N | 1272 | N/A | 1 | 37 | 39 | 7 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 4
Opinium | The Observer | 2020-11-19 | 2020-11-20 | N | 2001 | N/A | 1 | 38 | 41 | 6 | 6 | 1 | N/A | N/A | N/A | N/A | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-11-19 | 2020-11-19 | N | 2500 | N/A | 1 | 39 | 40 | 8 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 4
YouGov | The Times | 2020-11-17 | 2020-11-18 | N | 1700 | N/A | 1 | 37 | 38 | 7 | 6 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Savanta ComRes | N/A | 2020-11-13 | 2020-11-15 | N | 2075 | N/A | 1 | 38 | 41 | 5 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 4
YouGov | The Times | 2020-11-11 | 2020-11-12 | N | 1632 | N/A | 1 | 40 | 38 | 5 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-11-11 | 2020-11-11 | N | 2500 | N/A | 1 | 40 | 40 | 7 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Savanta ComRes | N/A | 2020-11-06 | 2020-11-09 | N | 2130 | N/A | 1 | 36 | 40 | 8 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 3
Kantar | N/A | 2020-11-05 | 2020-11-09 | N | 1141 | N/A | 1 | 36 | 40 | 8 | 5 | 0 | 1 | N/A | N/A | 2 | N/A | 1
Opinium | The Observer | 2020-11-05 | 2020-11-06 | N | 2003 | N/A | 1 | 42 | 38 | 7 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 3
Survation | N/A | 2020-11-05 | 2020-11-06 | N | 1034 | N/A | 1 | 37 | 39 | 9 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 4
YouGov | The Times | 2020-11-04 | 2020-11-05 | N | 1665 | N/A | 1 | 40 | 35 | 7 | 5 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Savanta ComRes | N/A | 2020-10-30 | 2020-11-02 | N | N/A | N/A | 1 | 40 | 40 | 7 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 2
YouGov | N/A | 2020-10-28 | 2020-10-29 | N | 1658 | N/A | 1 | 38 | 38 | 6 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-10-28 | 2020-10-28 | N | 3000 | N/A | 1 | 41 | 39 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 4
Ipsos MORI | Evening Standard | 2020-10-22 | 2020-10-28 | N | 1007 | N/A | 1 | 42 | 37 | 8 | 6 | 1 | N/A | N/A | N/A | 1 | N/A | 1
Savanta ComRes | N/A | 2020-10-23 | 2020-10-26 | N | 2111 | N/A | 1 | 39 | 42 | 7 | 4 | 0 | N/A | N/A | N/A | 2 | N/A | 2
Deltapoll | The Mail on Sunday | 2020-10-22 | 2020-10-24 | N | 1589 | N/A | 1 | 39 | 42 | 7 | 3 | 0 | 2 | N/A | N/A | 3 | N/A | 2
Opinium | The Observer | 2020-10-22 | 2020-10-23 | N | 2002 | N/A | 1 | 40 | 38 | 6 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-10-21 | 2020-10-22 | N | 1665 | N/A | 1 | 39 | 40 | 7 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-10-21 | 2020-10-21 | N | 3000 | N/A | 1 | 40 | 40 | 7 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Savanta ComRes | N/A | 2020-10-16 | 2020-10-18 | N | 2274 | N/A | 1 | 36 | 42 | 8 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Number Cruncher Politics | Peston | 2020-10-09 | 2020-10-17 | N | 2088 | N/A | 1 | 38 | 41 | 5 | 5 | 0 | N/A | N/A | N/A | 4 | N/A | 1
YouGov | The Times | 2020-10-14 | 2020-10-15 | N | 1675 | N/A | 1 | 38 | 39 | 6 | 5 | 1 | N/A | N/A | N/A | 5 | N/A | 1
Savanta ComRes | N/A | 2020-10-09 | 2020-10-11 | N | 2123 | N/A | 1 | 39 | 39 | 7 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Opinium | The Observer | 2020-10-08 | 2020-10-09 | N | 2001 | N/A | 1 | 40 | 40 | 6 | 6 | 1 | 3 | N/A | N/A | N/A | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-10-06 | 2020-10-07 | N | 2000 | N/A | 1 | 39 | 41 | 8 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-10-06 | 2020-10-07 | N | 1673 | N/A | 1 | 38 | 41 | 5 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Survation | N/A | 2020-10-05 | 2020-10-06 | N | 1022 | N/A | 1 | 37 | 41 | 7 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 5
Savanta ComRes | N/A | 2020-10-02 | 2020-10-04 | N | 2083 | N/A | 1 | 39 | 42 | 7 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-09-30 | 2020-10-01 | N | 4000 | N/A | 1 | 39 | 39 | 8 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-09-29 | 2020-09-30 | N | 1700 | N/A | 1 | 39 | 39 | 6 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Savanta ComRes | N/A | 2020-09-25 | 2020-09-28 | N | 2083 | N/A | 1 | 38 | 41 | 8 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 2
Deltapoll | The Mail on Sunday | 2020-09-24 | 2020-09-25 | N | 1583 | N/A | 1 | 38 | 42 | 6 | 5 | 0 | 2 | N/A | N/A | 3 | N/A | 0
Opinium | The Observer | 2020-09-23 | 2020-09-25 | N | 2002 | N/A | 1 | 42 | 39 | 5 | 6 | 1 | 1 | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2020-09-23 | 2020-09-24 | N | 1623 | N/A | 1 | 38 | 41 | 6 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-09-22 | 2020-09-23 | N | 2500 | N/A | 1 | 40 | 40 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Kantar | N/A | 2020-09-17 | 2020-09-21 | N | 1125 | N/A | 1 | 38 | 40 | 9 | 4 | 1 | 2 | N/A | N/A | 3 | N/A | 1
Savanta ComRes | N/A | 2020-09-18 | 2020-09-20 | N | 2109 | N/A | 1 | 37 | 40 | 8 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 4
Ipsos MORI | Evening Standard | 2020-09-11 | 2020-09-18 | N | 1013 | N/A | 1 | 37 | 40 | 8 | 6 | 1 | N/A | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2020-09-16 | 2020-09-17 | N | 1618 | N/A | 1 | 40 | 40 | 6 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-09-15 | 2020-09-16 | N | 2500 | N/A | 1 | 39 | 41 | 8 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Survation | N/A | 2020-09-15 | 2020-09-16 | N | 1003 | N/A | 1 | 38 | 40 | 7 | 5 | 1 | N/A | N/A | N/A | 1 | N/A | 4
Opinium | The Observer | 2020-09-11 | 2020-09-11 | N | 2001 | N/A | 1 | 39 | 42 | 6 | 5 | 1 | 1 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2020-09-08 | 2020-09-09 | N | 1615 | N/A | 1 | 37 | 42 | 6 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Number Cruncher Politics | Bloomberg | 2020-09-04 | 2020-09-08 | N | 1001 | N/A | 1 | 38 | 42 | 6 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 2
YouGov | The Times | 2020-09-03 | 2020-09-04 | N | 1633 | N/A | 1 | 37 | 43 | 6 | 6 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Survation | N/A | 2020-09-02 | 2020-09-04 | N | 1046 | N/A | 1 | 38 | 40 | 8 | 5 | 1 | N/A | N/A | N/A | 1 | N/A | 4
Redfield & Wilton Strategies | N/A | 2020-09-01 | 2020-09-02 | N | 2500 | N/A | 1 | 37 | 43 | 8 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Opinium | The Observer | 2020-08-26 | 2020-08-28 | N | 2002 | N/A | 1 | 40 | 40 | 6 | 5 | 0 | 2 | N/A | N/A | N/A | N/A | 0
YouGov | The Times | 2020-08-24 | 2020-08-25 | N | 1669 | N/A | 1 | 36 | 43 | 6 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 3
Redfield & Wilton Strategies | N/A | 2020-08-24 | 2020-08-24 | N | 2000 | N/A | 1 | 37 | 42 | 9 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Survation | N/A | 2020-08-21 | 2020-08-21 | N | 1005 | N/A | 1 | 37 | 41 | 9 | 5 | 0 | N/A | N/A | N/A | 1 | N/A | 3
Redfield & Wilton Strategies | N/A | 2020-08-19 | 2020-08-19 | N | 2000 | N/A | 1 | 37 | 44 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-08-18 | 2020-08-19 | N | 1652 | N/A | 1 | 38 | 40 | 6 | 5 | 1 | N/A | N/A | N/A | 4 | N/A | 1
Savanta ComRes | N/A | 2020-08-14 | 2020-08-16 | N | 2083 | N/A | 1 | 37 | 42 | 7 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Opinium | The Observer | 2020-08-13 | 2020-08-14 | N | 2005 | N/A | 1 | 39 | 42 | 5 | 5 | 1 | 3 | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-08-12 | 2020-08-12 | N | 2000 | N/A | 1 | 36 | 43 | 9 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-08-11 | 2020-08-12 | N | 1634 | N/A | 1 | 35 | 44 | 5 | 6 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Kantar | N/A | 2020-08-06 | 2020-08-10 | N | 1161 | N/A | 1 | 35 | 42 | 8 | 6 | 1 | 1 | N/A | N/A | 3 | N/A | 1
YouGov | The Times | 2020-08-04 | 2020-08-05 | N | 1606 | N/A | 1 | 36 | 42 | 8 | 5 | 1 | 0 | N/A | N/A | 2 | N/A | 1
Ipsos MORI | Evening Standard | 2020-07-30 | 2020-08-04 | N | 1019 | N/A | 1 | 37 | 45 | 6 | 5 | 0 | N/A | N/A | N/A | 1 | N/A | 1
Survation | N/A | 2020-07-31 | 2020-08-03 | N | 1019 | N/A | 1 | 35 | 44 | 8 | 4 | 0 | N/A | N/A | N/A | 0 | N/A | 3
Opinium | The Observer | 2020-07-31 | 2020-07-31 | N | 2002 | N/A | 1 | 38 | 41 | 6 | 6 | 1 | 2 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-07-31 | 2020-07-31 | N | 1623 | N/A | 1 | 35 | 43 | 6 | 5 | 1 | 0 | N/A | N/A | 3 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-07-29 | 2020-07-29 | N | 2000 | N/A | 1 | 38 | 43 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Opinium | The Observer | 2020-07-23 | 2020-07-24 | N | 2002 | N/A | 1 | 38 | 42 | 6 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-07-22 | 2020-07-23 | N | 1648 | N/A | 1 | 35 | 44 | 7 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-07-22 | 2020-07-22 | N | 2000 | N/A | 1 | 36 | 44 | 8 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 3
Savanta ComRes | N/A | 2020-07-17 | 2020-07-19 | N | 2085 | N/A | 1 | 36 | 43 | 6 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 4
Opinium | The Observer | 2020-07-15 | 2020-07-17 | N | 2003 | N/A | 1 | 36 | 44 | 6 | 6 | 1 | 1 | N/A | N/A | N/A | N/A | 2
Redfield & Wilton Strategies | N/A | 2020-07-15 | 2020-07-15 | N | 2000 | N/A | 1 | 37 | 44 | 8 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 2
Kantar | N/A | 2020-07-09 | 2020-07-13 | N | 1131 | N/A | 1 | 35 | 45 | 9 | 5 | 1 | 1 | N/A | N/A | 2 | N/A | 1
Survation | N/A | 2020-07-10 | 2020-07-12 | N | 2022 | N/A | 1 | 36 | 42 | 8 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 3
Opinium | The Observer | 2020-07-09 | 2020-07-10 | N | 2002 | N/A | 1 | 38 | 42 | 6 | 6 | 1 | 2 | N/A | N/A | N/A | N/A | 1
Deltapoll | N/A | 2020-07-09 | 2020-07-10 | N | 1541 | N/A | 1 | 36 | 42 | 7 | 5 | 0 | 1 | N/A | N/A | 3 | N/A | 4
YouGov | N/A | 2020-07-08 | 2020-07-09 | N | 1614 | N/A | 1 | 36 | 46 | 6 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-07-08 | 2020-07-08 | N | 2000 | N/A | 1 | 39 | 44 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 2
Survation | N/A | 2020-07-03 | 2020-07-06 | N | 1012 | N/A | 1 | 37 | 44 | 7 | 4 | 0 | N/A | N/A | N/A | 0 | N/A | 3
Deltapoll | The Mail on Sunday | 2020-07-02 | 2020-07-03 | N | 1549 | N/A | 1 | 36 | 41 | 7 | 3 | 0 | 3 | N/A | N/A | 4 | N/A | 1
Opinium | The Observer | 2020-07-01 | 2020-07-03 | N | 2002 | N/A | 1 | 37 | 41 | 8 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 2
Redfield & Wilton Strategies | Election Maps UK | 2020-07-01 | 2020-07-01 | N | 2000 | N/A | 1 | 38 | 42 | 8 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2020-06-26 | 2020-06-28 | N | 1626 | N/A | 1 | 37 | 45 | 5 | 5 | 1 | 0 | N/A | N/A | 2 | N/A | N/A
Opinium | The Observer | 2020-06-25 | 2020-06-26 | N | 2001 | N/A | 1 | 39 | 43 | 6 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 1
Redfield & Wilton Strategies | Election Maps UK | 2020-06-25 | 2020-06-25 | N | 2000 | N/A | 1 | 38 | 44 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 2
Survation | N/A | 2020-06-24 | 2020-06-25 | N | 2003 | N/A | 1 | 36 | 43 | 8 | 5 | 0 | N/A | N/A | N/A | 0 | N/A | 4
Opinium | The Observer | 2020-06-18 | 2020-06-19 | N | 2001 | N/A | 1 | 40 | 44 | 5 | 5 | 1 | 1 | N/A | N/A | N/A | N/A | 3
Redfield & Wilton Strategies | N/A | 2020-06-18 | 2020-06-18 | N | 2000 | N/A | 1 | 38 | 43 | 8 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
Kantar | N/A | 2020-06-11 | 2020-06-15 | N | 1124 | N/A | 1 | 35 | 43 | 8 | 5 | 0 | 1 | N/A | N/A | 2 | N/A | 0
Savanta ComRes | The Daily Telegraph | 2020-06-12 | 2020-06-14 | N | 2106 | N/A | 1 | 36 | 40 | 9 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | N/A
Opinium | The Observer | 2020-06-11 | 2020-06-12 | N | 2001 | N/A | 1 | 39 | 44 | 6 | 5 | 0 | 1 | N/A | N/A | N/A | N/A | 1
YouGov | The Times | 2020-06-11 | 2020-06-12 | N | 1693 | N/A | 1 | 37 | 45 | 6 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 0
Redfield & Wilton Strategies | N/A | 2020-06-11 | 2020-06-11 | N | 1500 | N/A | 1 | 39 | 42 | 9 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 2
Survation | N/A | 2020-06-09 | 2020-06-10 | N | 1062 | N/A | 1 | 36 | 42 | 8 | 5 | 1 | N/A | N/A | N/A | 1 | N/A | 3
Ipsos MORI | Evening Standard | 2020-06-05 | 2020-06-10 | N | 1059 | N/A | 1 | 38 | 43 | 10 | 4 | 1 | N/A | N/A | N/A | 0 | N/A | 1
Opinium | The Observer | 2020-06-04 | 2020-06-05 | N | 2002 | N/A | 1 | 40 | 43 | 6 | 5 | 1 | 2 | N/A | N/A | N/A | N/A | 0
Deltapoll | N/A | 2020-06-04 | 2020-06-05 | N | 1547 | N/A | 1 | 38 | 41 | 8 | 2 | 0 | 2 | N/A | N/A | 3 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-06-03 | 2020-06-03 | N | 1500 | N/A | 1 | 36 | 43 | 9 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 3
Survation | N/A | 2020-06-03 | 2020-06-03 | N | 1018 | N/A | 1 | 38 | 41 | 7 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 3
YouGov | The Times | 2020-05-29 | 2020-05-30 | N | 1650 | N/A | 1 | 35 | 45 | 6 | 5 | 0 | N/A | N/A | N/A | 2 | N/A | 1
Opinium | The Observer | 2020-05-28 | 2020-05-29 | N | 2012 | N/A | 1 | 39 | 43 | 6 | 5 | 0 | 1 | N/A | N/A | 0 | N/A | 2
Deltapoll | The Mail on Sunday | 2020-05-27 | 2020-05-28 | N | 1557 | N/A | 1 | 38 | 43 | 8 | 3 | 0 | 2 | N/A | N/A | 2 | N/A | 0
Redfield & Wilton Strategies | N/A | 2020-05-27 | 2020-05-27 | N | 1500 | N/A | 1 | 37 | 43 | 9 | 5 | 0 | N/A | N/A | N/A | 3 | N/A | 3
YouGov | Datapraxis | 2020-05-26 | 2020-05-27 | N | 2029 | N/A | 1 | 38 | 43 | 6 | 5 | 1 | N/A | N/A | N/A | 3 | N/A | 1
YouGov | The Times | 2020-05-25 | 2020-05-26 | N | 1629 | N/A | 1 | 38 | 44 | 6 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Survation | N/A | 2020-05-22 | 2020-05-26 | N | 1040 | N/A | 1 | 33 | 46 | 8 | 5 | 0 | N/A | N/A | N/A | 0 | N/A | 4
Opinium | The Observer | 2020-05-21 | 2020-05-22 | N | 2008 | N/A | 1 | 35 | 47 | 6 | 5 | 0 | 2 | N/A | N/A | 0 | N/A | 1
YouGov | The Times | 2020-05-18 | 2020-05-19 | N | 1718 | N/A | 1 | 33 | 48 | 6 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Savanta ComRes | N/A | 2020-05-15 | 2020-05-17 | N | 2079 | N/A | 1 | 33 | 46 | 7 | 4 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-05-15 | 2020-05-15 | N | 1500 | N/A | 1 | 35 | 47 | 9 | 4 | 0 | N/A | N/A | N/A | 0 | N/A | 2
Opinium | The Observer | 2020-05-13 | 2020-05-14 | N | 1062 | N/A | 1 | 34 | 49 | 6 | 5 | 0 | 1 | N/A | N/A | 0 | N/A | 1
Kantar | N/A | 2020-05-05 | 2020-05-11 | N | 1130 | N/A | 1 | 32 | 51 | 7 | 5 | 1 | N/A | N/A | N/A | 2 | N/A | 1
Opinium | The Observer | 2020-05-05 | 2020-05-07 | N | 1053 | N/A | 1 | 33 | 49 | 6 | 5 | 1 | 1 | N/A | N/A | 0 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-05-06 | 2020-05-06 | N | 1500 | N/A | 1 | 31 | 50 | 7 | 4 | 0 | N/A | N/A | N/A | N/A | N/A | 3
YouGov | The Times | 2020-05-05 | 2020-05-06 | N | 1667 | N/A | 1 | 30 | 50 | 7 | 4 | 1 | N/A | N/A | N/A | 3 | N/A | 1
Opinium | The Observer | 2020-04-27 | 2020-05-01 | N | 1072 | N/A | 1 | 33 | 51 | 6 | 5 | 1 | 1 | N/A | N/A | 0 | N/A | 1
Survation | N/A | 2020-04-27 | 2020-04-28 | N | 1023 | N/A | 1 | 31 | 48 | 8 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 3
Redfield & Wilton Strategies | N/A | 2020-04-26 | 2020-04-26 | N | 1500 | N/A | 1 | 33 | 50 | 7 | 5 | 0 | N/A | N/A | N/A | N/A | N/A | 1
Opinium | The Observer | 2020-04-21 | 2020-04-23 | N | 2000 | N/A | 1 | 33 | 50 | 7 | 5 | 0 | 1 | N/A | N/A | 0 | N/A | 1
Kantar | N/A | 2020-04-16 | 2020-04-20 | N | 1118 | N/A | 1 | 28 | 54 | 9 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 0
Redfield & Wilton Strategies | N/A | 2020-04-17 | 2020-04-17 | N | 1500 | N/A | 1 | 31 | 52 | 8 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 2
YouGov | The Times | 2020-04-16 | 2020-04-17 | N | 2015 | N/A | 1 | 32 | 53 | 5 | 4 | 1 | N/A | N/A | N/A | 1 | N/A | 1
Opinium | N/A | 2020-04-15 | 2020-04-17 | N | 2000 | N/A | 1 | 32 | 51 | 6 | 5 | 0 | 1 | N/A | N/A | 0 | N/A | 1
Opinium | N/A | 2020-04-07 | 2020-04-09 | N | 2005 | N/A | 1 | 29 | 55 | 5 | 5 | 0 | 1 | N/A | N/A | 0 | N/A | 1
BMG Research | The Independent | 2020-04-07 | 2020-04-09 | N | 1541 | N/A | 1 | 29 | 46 | 10 | 3 | 1 | 1 | N/A | N/A | 2 | N/A | 1
Opinium | N/A | 2020-04-01 | 2020-04-03 | N | 2000 | N/A | 1 | 30 | 53 | 7 | 5 | 1 | 1 | N/A | N/A | 0 | N/A | 1
Redfield & Wilton Strategies | N/A | 2020-04-01 | 2020-04-02 | N | 2000 | N/A | 1 | 29 | 49 | 8 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | 5
YouGov | The Times | 2020-04-01 | 2020-04-02 | N | 1631 | N/A | 1 | 28 | 52 | 8 | 5 | 1 | N/A | N/A | N/A | 1 | N/A | N/A
Opinium | N/A | 2020-03-26 | 2020-03-27 | N | 2006 | N/A | 1 | 28 | 54 | 6 | 5 | 1 | N/A | N/A | N/A | 0 | N/A | 1
Number Cruncher Politics | Bloomberg | 2020-03-24 | 2020-03-26 | N | 1010 | N/A | 1 | 28 | 54 | 7 | 4 | 0 | N/A | N/A | N/A | 2 | N/A | 0
Redfield & Wilton Strategies | N/A | 2020-03-23 | 2020-03-23 | N | 1500 | N/A | 1 | 29 | 47 | 8 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | 5
Opinium | The Observer | 2020-03-19 | 2020-03-20 | N | 2005 | N/A | 1 | 31 | 51 | 7 | 5 | 1 | 1 | N/A | N/A | 0 | N/A | 1
Ipsos MORI | N/A | 2020-03-13 | 2020-03-16 | N | 1003 | N/A | 1 | 30 | 52 | 9 | 4 | 1 | N/A | N/A | N/A | 0 | N/A | 0
